A valid repository for "Hatchelorette" could not be found in the following locations:
Hatchelorette
C:\Users\Jeff/.cookiecutters/Hatchelorette
         336164 function calls (327325 primitive calls) in 2.969 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 enum.py:1459(_missing_)
       19    0.000    0.000    0.000    0.000 enum.py:1449(_iter_member_by_def_)
       55    0.000    0.000    0.000    0.000 :0(sorted)
       44    0.000    0.000    0.000    0.000 enum.py:1439(_iter_member_by_value_)
       44    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
       13    0.000    0.000    0.000    0.000 enum.py:1456(<lambda>)
       46    0.000    0.000    0.000    0.000 enum.py:199(__get__)
       46    0.000    0.000    0.000    0.000 enum.py:1337(value)
      252    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
      126    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
      126    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
     3384    0.000    0.000    0.000    0.000 :0(ord)
      781    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
      485    0.000    0.000    0.000    0.000 _parser.py:448(_uniq)
      702    0.000    0.000    0.000    0.000 :0(fromkeys)
      204    0.000    0.000    0.000    0.000 _parser.py:97(closegroup)
     3089    0.000    0.000    0.000    0.000 :0(min)
      126    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
  140/110    0.000    0.000    0.000    0.000 _compiler.py:439(_get_literal_prefix)
      230    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
      255    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       90    0.000    0.000    0.000    0.000 _compiler.py:470(_get_charset_prefix)
     2259    0.000    0.000    0.000    0.000 :0(find)
      305    0.000    0.000    0.000    0.000 :0(compile)
     1943    0.000    0.000    0.000    0.000 :0(setattr)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
      210    0.000    0.000    0.000    0.000 _compiler.py:389(_mk_bitmap)
      286    0.000    0.000    0.000    0.000 :0(translate)
      168    0.000    0.000    0.000    0.000 _parser.py:311(_class_escape)
       11    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
        1    0.000    0.000    0.000    0.000 decoder.py:262(JSONDecoder)
       31    0.000    0.000    0.000    0.000 :0(insert)
      448    0.000    0.000    0.000    0.000 :0(chr)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:398(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:456(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:562(_ABC)
        1    0.000    0.000    0.000    0.000 ast.py:605(Num)
        5    0.000    0.000    0.000    0.000 ast.py:564(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:609(Str)
        1    0.000    0.000    0.000    0.000 ast.py:613(Bytes)
        1    0.000    0.000    0.000    0.000 ast.py:617(NameConstant)
        1    0.000    0.000    0.000    0.000 ast.py:620(Ellipsis)
        1    0.000    0.000    0.000    0.000 ast.py:659(slice)
        1    0.000    0.000    0.000    0.000 ast.py:662(Index)
        1    0.000    0.000    0.000    0.000 ast.py:667(ExtSlice)
        1    0.000    0.000    0.000    0.000 ast.py:686(Suite)
        1    0.000    0.000    0.000    0.000 ast.py:689(AugLoad)
        1    0.000    0.000    0.000    0.000 ast.py:692(AugStore)
        1    0.000    0.000    0.000    0.000 ast.py:695(Param)
        5    0.000    0.000    0.000    0.000 :0(repr)
       19    0.000    0.000    0.000    0.000 enum.py:1737(_simple_enum)
        1    0.000    0.000    0.000    0.000 ast.py:703(_Precedence)
       28    0.000    0.000    0.000    0.000 enum.py:180(__init__)
      317    0.000    0.000    0.000    0.000 :0(issubclass)
      509    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
      470    0.000    0.000    0.000    0.000 enum.py:78(_is_private)
      375    0.000    0.000    0.000    0.000 enum.py:37(_is_descriptor)
      530    0.000    0.000    0.000    0.000 enum.py:829(__setattr__)
       28    0.000    0.000    0.000    0.000 enum.py:1248(_generate_next_value_)
      361    0.000    0.000    0.000    0.000 enum.py:1217(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        1    0.000    0.000    0.000    0.000 ast.py:739(_Unparser)
       18    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
       56    0.000    0.000    0.000    0.000 functools.py:66(wraps)
      136    0.000    0.000    0.000    0.000 functools.py:36(update_wrapper)
       25    0.000    0.000    0.000    0.000 :0(globals)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _opcode_metadata.py:1(<module>)
       59    0.000    0.000    0.000    0.000 :0(values)
      150    0.000    0.000    0.000    0.000 :0(has_arg)
      150    0.000    0.000    0.000    0.000 :0(has_const)
      150    0.000    0.000    0.000    0.000 :0(has_name)
      150    0.000    0.000    0.000    0.000 :0(has_jump)
      150    0.000    0.000    0.000    0.000 :0(has_free)
      150    0.000    0.000    0.000    0.000 :0(has_local)
      150    0.000    0.000    0.000    0.000 :0(has_exc)
        1    0.000    0.000    0.000    0.000 :0(get_intrinsic1_descs)
        1    0.000    0.000    0.000    0.000 :0(get_intrinsic2_descs)
        1    0.000    0.000    0.000    0.000 :0(get_nb_ops)
      250    0.000    0.000    0.000    0.000 :0(sum)
        1    0.000    0.000    0.000    0.000 dis.py:175(_Unknown)
      362    0.000    0.000    0.000    0.000 :0(isidentifier)
      263    0.000    0.000    0.000    0.000 :0(__contains__)
      262    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
       26    0.000    0.000    0.000    0.000 :0(_getframemodulename)
        1    0.000    0.000    0.000    0.000 dis.py:324(_ExceptionTableEntry)
        1    0.000    0.000    0.000    0.000 dis.py:351(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:423(Formatter)
        1    0.000    0.000    0.000    0.000 dis.py:523(ArgResolver)
        1    0.000    0.000    0.000    0.000 dis.py:961(Bytecode)
        1    0.000    0.000    0.000    0.000 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:47(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:61(any)
       19    0.000    0.000    0.000    0.000 tokenize.py:60(group)
        2    0.000    0.000    0.000    0.000 tokenize.py:62(maybe)
       59    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
      179    0.000    0.000    0.000    0.000 :0(callable)
        3    0.000    0.000    0.000    0.000 tokenize.py:85(_all_string_prefixes)
      195    0.000    0.000    0.000    0.000 :0(upper)
       76    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:165(Untokenizer)
        1    0.000    0.000    0.000    0.000 weakref.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:1(<module>)
       19    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:11(_IterationGuard)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(WeakSet)
       34    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       34    0.000    0.000    0.000    0.000 :0(_abc_register)
    68/36    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
    68/36    0.000    0.000    0.000    0.000 :0(_abc_subclasscheck)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 weakref.py:38(WeakMethod)
        1    0.000    0.000    0.000    0.000 weakref.py:92(WeakValueDictionary)
       84    0.000    0.000    0.000    0.000 :0(_abc_init)
        1    0.000    0.000    0.000    0.000 weakref.py:335(KeyedRef)
        1    0.000    0.000    0.000    0.000 weakref.py:356(WeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 weakref.py:540(finalize)
        1    0.000    0.000    0.000    0.000 weakref.py:565(_Info)
       37    0.000    0.000    0.000    0.000 :0(setter)
        1    0.000    0.000    0.000    0.000 inspect.py:1048(ClassFoundException)
        1    0.000    0.000    0.000    0.000 inspect.py:1156(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:1158(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:1638(Traceback)
        1    0.000    0.000    0.000    0.000 inspect.py:1710(FrameInfo)
       56    0.000    0.000    0.000    0.000 functools.py:544(decorating_function)
        1    0.000    0.000    0.000    0.000 inspect.py:2690(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2694(_empty)
       16    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
       16    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
       16    0.000    0.000    0.000    0.000 enum.py:346(__init__)
       32    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
       32    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
      190    0.000    0.000    0.000    0.000 enum.py:354(__setitem__)
        1    0.000    0.000    0.000    0.000 inspect.py:2698(_ParameterKind)
       94    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
       16    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
       94    0.000    0.000    0.000    0.000 enum.py:248(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
      182    0.000    0.000    0.000    0.000 :0(delattr)
      180    0.000    0.000    0.000    0.000 enum.py:764(__delattr__)
        5    0.000    0.000    0.000    0.000 inspect.py:2705(__new__)
       22    0.000    0.000    0.000    0.000 enum.py:807(__members__)
        1    0.000    0.000    0.000    0.000 inspect.py:2722(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2882(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:3012(Signature)
        1    0.000    0.000    0.000    0.000 inspect.py:3379(BufferFlags)
       92    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
       32    0.000    0.000    0.000    0.000 :0(bit_length)
        6    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
       50    0.000    0.000    0.000    0.000 enum.py:799(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:454(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing.py:506(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:516(_NotIterable)
        1    0.000    0.000    0.000    0.000 typing.py:536(_SpecialForm)
        8    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
        8    0.000    0.000    0.000    0.000 typing.py:415(decorator)
       15    0.000    0.000    0.000    0.000 typing.py:511(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:579(_TypedCacheSpecialForm)
        1    0.000    0.000    0.000    0.000 typing.py:586(_AnyMeta)
        1    0.000    0.000    0.000    0.000 typing.py:598(Any)
       18    0.000    0.000    0.000    0.000 typing.py:539(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1015(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:1297(_BaseGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1397(_GenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1622(_SpecialGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1682(_DeprecatedGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1697(_CallableGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1714(_CallableType)
        1    0.000    0.000    0.000    0.000 typing.py:1747(_TupleType)
        1    0.000    0.000    0.000    0.000 typing.py:1761(_UnionGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1806(_LiteralGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1817(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1877(_UnpackGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1906(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 functools.py:677(cache)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 typing.py:2051(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:2162(Protocol)
       37    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
       22    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 typing.py:2215(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1683(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2902(SupportsInt)
      105    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       46    0.000    0.000    0.000    0.000 :0(any)
       25    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing.py:2913(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:2924(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:2935(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:2946(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:2957(<generic parameters of SupportsAbs>)
     1360    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
        8    0.000    0.000    0.000    0.000 :0(has_default)
       17    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.000    0.000 typing.py:2957(SupportsAbs)
      336    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 typing.py:2968(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:2997(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:3141(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:3390(NewType)
       13    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
       27    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
